,"CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed",queryFormat
973,"C5112381,M,9794.68,2016-09-26 18:54:09,Self-Employed,35,Female,Widowed,High,High School,""Designer, industrial/product"",Own,2,0.27,665.0,Bad,True,True,False,False,True,True,""Home Equity Line of Credit (HELOC), Credit Score Accelerator Program""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5112381,M,9794.68,2016-09-26 18:54:09,Self-Employed,35,Female,Widowed,High,High School,""Designer, industrial/product"",Own,2,0.27,665.0,Bad,True,True,False,False,True,True,""Home Equity Line of Credit (HELOC), Credit Score Accelerator Program""'}, suggest suitable banking lending products"
974,"C5114074,M,4794.18,2016-09-10 23:25:56,Student,64,Female,Married,Medium,High School,Adult guidance worker,Own,2,0.33,611.0,Good,False,True,True,True,True,True,""Vehicle Loan, SafePay Fraud Protection Suite, Business Expansion Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5114074,M,4794.18,2016-09-10 23:25:56,Student,64,Female,Married,Medium,High School,Adult guidance worker,Own,2,0.33,611.0,Good,False,True,True,True,True,True,""Vehicle Loan, SafePay Fraud Protection Suite, Business Expansion Loan""'}, suggest suitable banking lending products"
975,"C5116018,F,31852.44,2016-09-15 21:58:39,Young Professional,63,Female,Married,High,High School,""Scientist, research (life sciences)"",Own,3,0.41,440.0,Good,True,False,False,True,True,False,""Business Expansion Loan, Elite Privilege Banking, Personal Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5116018,F,31852.44,2016-09-15 21:58:39,Young Professional,63,Female,Married,High,High School,""Scientist, research (life sciences)"",Own,3,0.41,440.0,Good,True,False,False,True,True,False,""Business Expansion Loan, Elite Privilege Banking, Personal Loan""'}, suggest suitable banking lending products"
976,"C5116931,M,5045.68,2016-09-15 22:44:22,Young Professional,55,Female,Divorced,Low,University,Immigration officer,Own,3,0.19,576.0,Bad,False,True,True,False,True,True,Classic Debit Card","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5116931,M,5045.68,2016-09-15 22:44:22,Young Professional,55,Female,Divorced,Low,University,Immigration officer,Own,3,0.19,576.0,Bad,False,True,True,False,True,True,Classic Debit Card'}, suggest suitable banking lending products"
977,"C5117155,M,6453.82,2016-09-01 19:21:51,Student,51,Male,Married,Medium,University,""Engineer, electrical"",Rent,3,0.3,501.0,Moderate,False,True,True,False,False,True,""Super Premium Credit Card, Elite Privilege Banking, PayWave Debit Card, SwiftPay Instant Transfers, Virtual Card Vault""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5117155,M,6453.82,2016-09-01 19:21:51,Student,51,Male,Married,Medium,University,""Engineer, electrical"",Rent,3,0.3,501.0,Moderate,False,True,True,False,False,True,""Super Premium Credit Card, Elite Privilege Banking, PayWave Debit Card, SwiftPay Instant Transfers, Virtual Card Vault""'}, suggest suitable banking lending products"
978,"C5119575,F,8691.9,2016-09-15 10:29:55,Young Professional,49,Male,Divorced,Medium,High School,Microbiologist,Rent,3,0.29,490.0,Good,True,True,False,True,False,True,""VA Home Loan, Elite Privilege Banking, CryptoLink Investment Portal, Infinity Expense Tracker AI, Classic Debit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5119575,F,8691.9,2016-09-15 10:29:55,Young Professional,49,Male,Divorced,Medium,High School,Microbiologist,Rent,3,0.29,490.0,Good,True,True,False,True,False,True,""VA Home Loan, Elite Privilege Banking, CryptoLink Investment Portal, Infinity Expense Tracker AI, Classic Debit Card""'}, suggest suitable banking lending products"
979,"C5119966,M,5848.44,2016-09-26 20:33:45,Student,20,Female,Married,Medium,High School,Product designer,Rent,1,0.29,552.0,Good,True,True,True,True,False,True,""Platinum Rewards Credit Card, Elite Privilege Banking""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5119966,M,5848.44,2016-09-26 20:33:45,Student,20,Female,Married,Medium,High School,Product designer,Rent,1,0.29,552.0,Good,True,True,True,True,False,True,""Platinum Rewards Credit Card, Elite Privilege Banking""'}, suggest suitable banking lending products"
980,"C5120159,M,36.76,2016-09-02 17:04:58,Student,56,Female,Married,High,College,""Designer, industrial/product"",Rent,0,0.27,826.0,Bad,True,False,True,True,False,True,""First-Time Home Buyer Loan, Pension Loan, GoldMax Wealth Fund""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5120159,M,36.76,2016-09-02 17:04:58,Student,56,Female,Married,High,College,""Designer, industrial/product"",Rent,0,0.27,826.0,Bad,True,False,True,True,False,True,""First-Time Home Buyer Loan, Pension Loan, GoldMax Wealth Fund""'}, suggest suitable banking lending products"
981,"C5121669,M,16651.92,2016-09-09 22:23:26,Young Professional,29,Male,Married,Medium,College,Community education officer,Rent,4,0.36,802.0,Moderate,False,True,False,True,False,True,""Refinance Loan, Flexi Fixed Deposit, Youth Debit Card, Wealth Premier Relationship Plan, Wedding Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5121669,M,16651.92,2016-09-09 22:23:26,Young Professional,29,Male,Married,Medium,College,Community education officer,Rent,4,0.36,802.0,Moderate,False,True,False,True,False,True,""Refinance Loan, Flexi Fixed Deposit, Youth Debit Card, Wealth Premier Relationship Plan, Wedding Loan""'}, suggest suitable banking lending products"
982,"C5122740,M,3100.7,2016-09-15 13:50:24,Young Professional,20,Male,Married,High,University,Insurance account manager,Rent,1,0.19,420.0,Bad,False,True,True,True,False,True,""Jumbo Home Loan, Jumbo Mortgage, Millennial SIP Booster""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5122740,M,3100.7,2016-09-15 13:50:24,Young Professional,20,Male,Married,High,University,Insurance account manager,Rent,1,0.19,420.0,Bad,False,True,True,True,False,True,""Jumbo Home Loan, Jumbo Mortgage, Millennial SIP Booster""'}, suggest suitable banking lending products"
983,"C5123221,M,26789.4,2016-09-10 20:55:11,Self-Employed,33,Female,Widowed,High,University,Advertising copywriter,Own,1,0.37,341.0,Bad,True,True,True,True,True,True,""Secure Wealth Bond Series, Home Equity Line of Credit (HELOC)""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5123221,M,26789.4,2016-09-10 20:55:11,Self-Employed,33,Female,Widowed,High,University,Advertising copywriter,Own,1,0.37,341.0,Bad,True,True,True,True,True,True,""Secure Wealth Bond Series, Home Equity Line of Credit (HELOC)""'}, suggest suitable banking lending products"
984,"C5123637,M,111.33,2016-09-18 13:56:46,Young Professional,44,Male,Divorced,Medium,College,Acupuncturist,Own,3,0.25,384.0,Good,False,True,False,False,False,True,Vehicle Loan","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5123637,M,111.33,2016-09-18 13:56:46,Young Professional,44,Male,Divorced,Medium,College,Acupuncturist,Own,3,0.25,384.0,Good,False,True,False,False,False,True,Vehicle Loan'}, suggest suitable banking lending products"
985,"C5130043,M,75189.39,2016-09-06 10:59:41,Student,36,Male,Divorced,Low,High School,""Lighting technician, broadcasting/film/video"",Own,4,0.28,847.0,Moderate,False,True,True,True,True,False,""Flexi Fixed Deposit, Gold Cashback Credit Card, Crypto-Linked Debit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5130043,M,75189.39,2016-09-06 10:59:41,Student,36,Male,Divorced,Low,High School,""Lighting technician, broadcasting/film/video"",Own,4,0.28,847.0,Moderate,False,True,True,True,True,False,""Flexi Fixed Deposit, Gold Cashback Credit Card, Crypto-Linked Debit Card""'}, suggest suitable banking lending products"
986,"C5130955,F,181828.38,2016-09-15 13:58:57,Self-Employed,20,Female,Divorced,Medium,University,""Scientist, research (physical sciences)"",Rent,0,0.12,689.0,Moderate,False,True,True,False,True,True,Platinum Debit Card","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5130955,F,181828.38,2016-09-15 13:58:57,Self-Employed,20,Female,Divorced,Medium,University,""Scientist, research (physical sciences)"",Rent,0,0.12,689.0,Moderate,False,True,True,False,True,True,Platinum Debit Card'}, suggest suitable banking lending products"
987,"C5133242,M,670.99,2016-09-15 11:52:53,Young Professional,60,Female,Married,High,College,Software engineer,Own,4,0.31,683.0,Bad,False,False,False,True,True,False,Personalized Loan Pre-Approval Checker","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5133242,M,670.99,2016-09-15 11:52:53,Young Professional,60,Female,Married,High,College,Software engineer,Own,4,0.31,683.0,Bad,False,False,False,True,True,False,Personalized Loan Pre-Approval Checker'}, suggest suitable banking lending products"
988,"C5137412,F,2019.47,2016-09-15 17:13:52,Self-Employed,21,Male,Widowed,Medium,College,Haematologist,Rent,2,0.32,346.0,Bad,False,False,False,False,True,True,Fuel Saver Credit Card","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5137412,F,2019.47,2016-09-15 17:13:52,Self-Employed,21,Male,Widowed,Medium,College,Haematologist,Rent,2,0.32,346.0,Bad,False,False,False,False,True,True,Fuel Saver Credit Card'}, suggest suitable banking lending products"
989,"C5137761,M,4784.93,2016-09-13 16:12:16,Self-Employed,47,Male,Single,Medium,University,Holiday representative,Rent,4,0.43,795.0,Bad,True,False,False,True,True,False,""Credit Score Accelerator Program, Green Future Infrastructure REIT, Infinity Savings Plus Account, Adjustable-Rate Mortgage (ARM)""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5137761,M,4784.93,2016-09-13 16:12:16,Self-Employed,47,Male,Single,Medium,University,Holiday representative,Rent,4,0.43,795.0,Bad,True,False,False,True,True,False,""Credit Score Accelerator Program, Green Future Infrastructure REIT, Infinity Savings Plus Account, Adjustable-Rate Mortgage (ARM)""'}, suggest suitable banking lending products"
990,"C5138157,M,239.76,2016-09-01 19:01:22,Self-Employed,28,Female,Single,Low,University,Exercise physiologist,Rent,3,0.48,308.0,Moderate,True,True,True,True,True,True,""Platinum Business Current Account, Secure Wealth Bond Series, Personalized Loan Pre-Approval Checker""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5138157,M,239.76,2016-09-01 19:01:22,Self-Employed,28,Female,Single,Low,University,Exercise physiologist,Rent,3,0.48,308.0,Moderate,True,True,True,True,True,True,""Platinum Business Current Account, Secure Wealth Bond Series, Personalized Loan Pre-Approval Checker""'}, suggest suitable banking lending products"
991,"C5139129,M,2365.65,2016-08-25 21:00:37,Student,69,Male,Divorced,Low,College,""Doctor, general practice"",Rent,3,0.4,825.0,Moderate,False,False,False,True,False,True,""Fuel Saver Credit Card, Agriculture Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5139129,M,2365.65,2016-08-25 21:00:37,Student,69,Male,Divorced,Low,College,""Doctor, general practice"",Rent,3,0.4,825.0,Moderate,False,False,False,True,False,True,""Fuel Saver Credit Card, Agriculture Loan""'}, suggest suitable banking lending products"
992,"C5140544,F,30793.8,2016-08-14 03:55:38,Self-Employed,31,Male,Single,Low,College,Systems analyst,Own,2,0.28,338.0,Good,True,True,False,False,True,False,""Luxury Debit Card, Adjustable-Rate Mortgage (ARM), Business Expansion Loan, Credit Score Accelerator Program, Business Elite Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5140544,F,30793.8,2016-08-14 03:55:38,Self-Employed,31,Male,Single,Low,College,Systems analyst,Own,2,0.28,338.0,Good,True,True,False,False,True,False,""Luxury Debit Card, Adjustable-Rate Mortgage (ARM), Business Expansion Loan, Credit Score Accelerator Program, Business Elite Card""'}, suggest suitable banking lending products"
993,"C5140820,M,2508.59,2016-09-10 20:27:23,Retired,49,Male,Single,High,University,Television floor manager,Own,2,0.3,441.0,Good,False,True,False,True,True,True,""Classic Debit Card, Business Elite Card, Credit Score Accelerator Program, Titan Blue Chip Stock Basket""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5140820,M,2508.59,2016-09-10 20:27:23,Retired,49,Male,Single,High,University,Television floor manager,Own,2,0.3,441.0,Good,False,True,False,True,True,True,""Classic Debit Card, Business Elite Card, Credit Score Accelerator Program, Titan Blue Chip Stock Basket""'}, suggest suitable banking lending products"
994,"C5210078,F,36988.92,2016-09-04 16:29:27,Young Professional,48,Male,Married,Low,High School,Research scientist (life sciences),Own,4,0.3,621.0,Moderate,True,True,True,True,False,False,Debt Consolidation Loan","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5210078,F,36988.92,2016-09-04 16:29:27,Young Professional,48,Male,Married,Low,High School,Research scientist (life sciences),Own,4,0.3,621.0,Moderate,True,True,True,True,False,False,Debt Consolidation Loan'}, suggest suitable banking lending products"
995,"C5212066,M,2519.85,2016-09-07 10:27:04,Retired,63,Male,Married,Medium,University,Learning mentor,Rent,0,0.32,549.0,Moderate,False,False,True,True,False,True,""Infinity Capital Smart ULIP, Dynamic Equity-Linked Savings Plan, Youth Debit Card, Wealth Premier Relationship Plan, SwiftPay Instant Transfers""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5212066,M,2519.85,2016-09-07 10:27:04,Retired,63,Male,Married,Medium,University,Learning mentor,Rent,0,0.32,549.0,Moderate,False,False,True,True,False,True,""Infinity Capital Smart ULIP, Dynamic Equity-Linked Savings Plan, Youth Debit Card, Wealth Premier Relationship Plan, SwiftPay Instant Transfers""'}, suggest suitable banking lending products"
996,"C5212180,F,168034.54,2016-10-21 16:17:14,Young Professional,28,Female,Single,High,College,""Administrator, charities/voluntary organisations"",Own,4,0.19,454.0,Bad,True,True,True,True,False,False,VA Home Loan","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5212180,F,168034.54,2016-10-21 16:17:14,Young Professional,28,Female,Single,High,College,""Administrator, charities/voluntary organisations"",Own,4,0.19,454.0,Bad,True,True,True,True,False,False,VA Home Loan'}, suggest suitable banking lending products"
997,"C5212413,M,10.53,2016-08-14 05:17:18,Young Professional,58,Male,Married,Low,University,Occupational therapist,Rent,3,0.33,534.0,Bad,False,False,False,False,False,False,Green Future Infrastructure REIT","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5212413,M,10.53,2016-08-14 05:17:18,Young Professional,58,Male,Married,Low,University,Occupational therapist,Rent,3,0.33,534.0,Bad,False,False,False,False,False,False,Green Future Infrastructure REIT'}, suggest suitable banking lending products"
998,"C5214136,F,11799.24,2016-09-07 13:29:00,Self-Employed,23,Male,Widowed,Medium,High School,IT consultant,Own,4,0.43,780.0,Good,False,True,False,True,True,False,""SafeHome Insurance Planner, Dynamic Equity-Linked Savings Plan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5214136,F,11799.24,2016-09-07 13:29:00,Self-Employed,23,Male,Widowed,Medium,High School,IT consultant,Own,4,0.43,780.0,Good,False,True,False,True,True,False,""SafeHome Insurance Planner, Dynamic Equity-Linked Savings Plan""'}, suggest suitable banking lending products"
999,"C5214372,F,369686.6,2016-09-26 15:03:28,Retired,29,Female,Widowed,Medium,University,""Conservator, furniture"",Rent,5,0.32,361.0,Good,False,True,True,True,False,False,""Classic Debit Card, Vehicle Loan, Legal Trust & Will Planning Suite, Platinum Rewards Credit Card, Personalized Loan Pre-Approval Checker""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C5214372,F,369686.6,2016-09-26 15:03:28,Retired,29,Female,Widowed,Medium,University,""Conservator, furniture"",Rent,5,0.32,361.0,Good,False,True,True,True,False,False,""Classic Debit Card, Vehicle Loan, Legal Trust & Will Planning Suite, Platinum Rewards Credit Card, Personalized Loan Pre-Approval Checker""'}, suggest suitable banking lending products"
